1	0	31.4577	-1.61271	29.6565	-2.93476	0.785398	3.08987	0	0
1	1	31.3298	-7.49069	27.1654	-13.4465	0.785398	2.90987	1	1
1	2	29.0389	-13.0453	29.8856	-24.1913	0.785398	2.72987	4	4
1	3	26.6316	-18.148	27.2445	-34.2723	0.785398	2.54987	5	5
1	4	22.8507	-22.1444	30.4869	-44.1006	0.785398	2.36987	8	8
1	5	18.4131	-26.2407	27.1727	-54.9427	0.785398	2.18988	9	9
1	6	13.4748	-29.2028	29.5018	-65.2303	0.785398	2.00987	12	12
1	7	7.70404	-30.3269	26.7893	-75.7465	0.785398	1.82987	13	13
1	8	2.20935	-31.4363	30.2067	-85.9799	0.785398	1.64987	16	16
1	9	-2.79331	-31.2273	27.2542	-95.1116	0.785398	1.46987	17	17
1	10	-8.54932	-30.7829	29.9563	-105.522	0.785398	1.28987	20	20
1	11	-14.4551	-27.9223	27.4588	-117.37	0.785398	1.10987	21	21
1	12	-19.4458	-25.8057	30.4908	-127	0.785398	0.929877	24	24
1	13	-22.8578	-21.6885	27.333	-136.504	0.785398	0.749881	25	25
1	14	-27.0533	-16.8254	30.3114	-148.121	0.785398	0.569867	28	28
1	15	-29.3516	-12.2416	27.4347	-157.361	0.785398	0.389872	29	29
1	16	31.4692	-1.87219	35.8855	-3.40468	0.785398	3.08987	2	2
1	17	30.7469	-7.31369	33.1315	-13.3801	0.785398	2.90987	3	3
1	18	29.2778	-12.3261	35.3602	-22.8313	0.785398	2.72987	6	6
1	19	26.5683	-17.263	33.1937	-33.0142	0.785398	2.54987	7	7
1	20	23.0979	-22.468	35.0264	-44.208	0.785398	2.36987	10	10
1	21	18.1393	-25.6471	33.0742	-54.7296	0.785398	2.18988	11	11
1	22	13.216	-29.1344	35.8475	-65.6	0.785398	2.00987	14	14
1	23	7.66898	-30.5927	32.9399	-75.9271	0.785398	1.82987	15	15
1	24	2.37948	-32.0085	35.8394	-85.7485	0.785398	1.64987	18	18
1	25	-3.10619	-31.4331	33.008	-95.6436	0.785398	1.46987	19	19
1	26	-8.8401	-30.8431	35.8143	-105.993	0.785398	1.28987	22	22
1	27	-13.8256	-28.1133	32.3093	-116.187	0.785398	1.10987	23	23
1	28	-18.5551	-25.8954	35.8802	-125.623	0.785398	0.929877	26	26
1	29	-23.0586	-21.2761	33.0232	-137.302	0.785398	0.749881	27	27
1	30	-26.3699	-16.8388	35.9715	-147.439	0.785398	0.569867	30	30
1	31	-29.3542	-12.2526	32.3767	-157.344	0.785398	0.389872	31	31
1	32	32.4084	-1.78387	41.4687	-3.15058	0.785398	3.08987	4	4
1	33	30.4031	-7.21043	38.1544	-13.3419	0.785398	2.90987	5	5
1	34	29.4971	-13.1872	40.5089	-24.0878	0.785398	2.72987	8	8
1	35	26.0442	-17.2631	38.4964	-33.5381	0.785398	2.54987	9	9
1	36	23.4045	-22.1262	40.7743	-43.3919	0.785398	2.36987	12	12
1	37	18.6084	-26.0484	38.2441	-54.4589	0.785398	2.18988	13	13
1	38	13.7674	-29.0842	41.2467	-64.6689	0.785398	2.00987	16	16
1	39	7.8175	-30.5618	38.0087	-75.6518	0.785398	1.82987	17	17
1	40	2.87029	-31.8453	40.5094	-84.8497	0.785398	1.64987	20	20
1	41	-3.39064	-32.046	38.7492	-96.0397	0.785398	1.46987	21	21
1	42	-8.49856	-30.941	40.5337	-105.359	0.785398	1.28987	24	24
1	43	-14.5894	-28.1366	38.3424	-117.408	0.785398	1.10987	25	25
1	44	-19.5346	-26.0383	41.3855	-126.878	0.785398	0.929877	28	28
1	45	-23.1462	-21.2586	37.7727	-137.434	0.785398	0.749881	29	29
1	46	-26.8842	-17.6783	40.8017	-146.672	0.785398	0.569867	32	32
1	47	-29.6714	-11.9478	38.5451	-158.067	0.785398	0.389872	33	33
1	48	31.7201	-1.90637	46.9904	-3.43933	0.785398	3.08987	6	6
1	49	31.4042	-7.29512	44.1009	-13.0777	0.785398	2.90987	7	7
1	50	29.1133	-13.2686	46.1785	-24.5015	0.785398	2.72987	10	10
1	51	26.3257	-17.9943	43.773	-34.3536	0.785398	2.54987	11	11
1	52	22.6607	-22.9526	46.2404	-45.3666	0.785398	2.36987	14	14
1	53	18.8369	-25.9453	43.5273	-54.0194	0.785398	2.18988	15	15
1	54	13.892	-28.7445	46.069	-64.2058	0.785398	2.00987	18	18
1	55	8.38075	-31.625	43.7699	-75.1576	0.785398	1.82987	19	19
1	56	2.22502	-32.5807	46.0656	-86.0932	0.785398	1.64987	22	22
1	57	-3.73095	-32.2748	44.246	-96.5941	0.785398	1.46987	23	23
1	58	-9.16553	-31.0125	46.1088	-106.465	0.785398	1.28987	26	26
1	59	-14.544	-29.0239	43.8688	-116.616	0.785398	1.10987	27	27
1	60	-19.4227	-25.9687	46.4842	-126.794	0.785398	0.929877	30	30
1	61	-23.773	-21.9541	43.5933	-137.278	0.785398	0.749881	31	31
1	62	-26.8643	-17.3678	46.3975	-147.117	0.785398	0.569867	34	34
1	63	-29.5735	-12.2379	43.5453	-157.52	0.785398	0.389872	35	35
1	64	32.6108	-2.13563	51.7207	-3.74685	0.785398	3.08987	8	8
1	65	31.1211	-7.35503	48.9215	-13.2971	0.785398	2.90987	9	9
1	66	29.0718	-12.9924	52.4169	-24.0801	0.785398	2.72987	12	12
1	67	26.3622	-18.3425	49.0561	-34.8297	0.785398	2.54987	13	13
1	68	22.7521	-22.5549	51.5261	-44.7506	0.785398	2.36987	16	16
1	69	18.4767	-26.4783	48.8838	-55.0924	0.785398	2.18988	17	17
1	70	13.5508	-29.0655	51.5417	-65.0043	0.785398	2.00987	20	20
1	71	8.66459	-30.6937	49.1911	-74.236	0.785398	1.82987	21	21
1	72	2.18155	-32.0413	52.3552	-86.105	0.785398	1.64987	24	24
1	73	-3.27318	-32.041	48.9128	-95.8329	0.785398	1.46987	25	25
1	74	-9.43088	-30.5539	51.5475	-107.154	0.785398	1.28987	28	28
1	75	-14.3295	-29.0272	49.6739	-116.274	0.785398	1.10987	29	29
1	76	-19.4218	-25.7888	51.558	-126.984	0.785398	0.929877	32	32
1	77	-23.925	-21.7073	49.1744	-137.782	0.785398	0.749881	33	33
1	78	-26.9679	-17.5781	52.0242	-146.903	0.785398	0.569867	36	36
1	79	-29.9223	-12.122	49.2384	-157.946	0.785398	0.389872	37	37
1	80	32.6764	-1.47649	57.2399	-2.58716	0.785398	3.08987	10	10
1	81	31.2341	-6.9145	54.7761	-12.4826	0.785398	2.90987	11	11
1	82	29.6392	-12.637	57.0984	-23.0916	0.785398	2.72987	14	14
1	83	26.4008	-18.2826	54.9151	-34.7027	0.785398	2.54987	15	15
1	84	22.7505	-22.796	57.9496	-45.0573	0.785398	2.36987	18	18
1	85	18.681	-26.2458	54.5137	-54.5578	0.785398	2.18988	19	19
1	86	13.6777	-29.3204	57.3744	-64.9913	0.785398	2.00987	22	22
1	87	7.94313	-31.4748	54.5583	-75.8363	0.785398	1.82987	23	23
1	88	2.13946	-32.1275	57.8483	-86.1901	0.785398	1.64987	26	26
1	89	-3.40238	-32.3384	54.9359	-96.0061	0.785398	1.46987	27	27
1	90	-8.65408	-30.5751	57.4965	-105.804	0.785398	1.28987	30	30
1	91	-14.6381	-28.6821	55.1429	-117.038	0.785398	1.10987	31	31
1	92	-19.0783	-26.2413	57.5179	-126.018	0.785398	0.929877	34	34
1	93	-23.9928	-22.309	55.0083	-137.083	0.785398	0.749881	35	35
1	94	-26.9341	-17.423	57.2419	-147.102	0.785398	0.569867	38	38
1	95	-29.8202	-12.2023	54.8662	-157.746	0.785398	0.389872	39	39
1	96	32.0264	-1.94358	63.0641	-3.47284	0.785398	3.08987	12	12
1	97	30.9114	-7.15064	60.1583	-13.025	0.785398	2.90987	13	13
1	98	29.4862	-12.4127	62.5484	-22.8295	0.785398	2.72987	16	16
1	99	26.4513	-18.1375	60.582	-34.4382	0.785398	2.54987	17	17
1	100	22.8978	-22.0171	62.6711	-43.8768	0.785398	2.36987	20	20
1	101	19.0688	-26.0506	59.9827	-53.7962	0.785398	2.18988	21	21
1	102	14.0173	-29.4328	63.3842	-64.534	0.785398	2.00987	24	24
1	103	8.07139	-30.9128	60.6006	-75.3667	0.785398	1.82987	25	25
1	104	2.82448	-32.1867	63.263	-84.985	0.785398	1.64987	28	28
1	105	-3.41612	-31.6186	60.3978	-96.1664	0.785398	1.46987	29	29
1	106	-8.4778	-30.9552	62.8661	-105.316	0.785398	1.28987	32	32
1	107	-14.1992	-28.3905	60.3853	-116.572	0.785398	1.10987	33	33
1	108	-18.9559	-25.9848	63.4292	-126.111	0.785398	0.929877	36	36
1	109	-23.1828	-22.0081	60.5148	-136.489	0.785398	0.749881	37	37
1	110	-27.3785	-17.6046	62.5308	-147.259	0.785398	0.569867	40	40
1	111	-29.6361	-12.2991	60.1767	-157.461	0.785398	0.389872	41	41
1	112	31.909	-1.43628	68.2699	-2.57725	0.785398	3.08987	14	14
1	113	31.4208	-7.3831	66.0207	-13.2232	0.785398	2.90987	15	15
1	114	29.313	-13.3363	68.1682	-24.4638	0.785398	2.72987	18	18
1	115	26.8262	-18.232	66.0754	-34.2013	0.785398	2.54987	19	19
1	116	23.2307	-22.9131	68.3175	-44.6056	0.785398	2.36987	22	22
1	117	19.1397	-26.6813	65.3462	-54.3464	0.785398	2.18988	23	23
1	118	13.7497	-28.8517	68.1206	-64.5193	0.785398	2.00987	26	26
1	119	8.73836	-31.0479	65.6157	-74.2808	0.785398	1.82987	27	27
1	120	2.91352	-31.889	68.1906	-84.7797	0.785398	1.64987	30	30
1	121	-3.44988	-31.6631	65.4024	-96.2182	0.785398	1.46987	31	31
1	122	-9.20291	-31.3176	68.4552	-106.376	0.785398	1.28987	34	34
1	123	-13.8771	-29.2437	65.3604	-115.386	0.785398	1.10987	35	35
1	124	-19.0111	-25.4691	68.1366	-126.739	0.785398	0.929877	38	38
1	125	-23.7577	-22.2273	66.1668	-136.906	0.785398	0.749881	39	39
1	126	-27.169	-17.2876	68.9159	-147.532	0.785398	0.569867	42	42
1	127	-29.3419	-12.0161	65.5485	-157.73	0.785398	0.389872	43	43
1	128	31.8368	-1.5879	74.1193	-2.85532	0.785398	3.08987	16	16
1	129	31.2548	-7.44915	70.9001	-13.4055	0.785398	2.90987	17	17
1	130	29.0158	-12.9062	74.0606	-23.9794	0.785398	2.72987	20	20
1	131	26.2658	-18.2677	71.3263	-34.8184	0.785398	2.54987	21	21
1	132	22.8476	-22.0585	73.6073	-43.9933	0.785398	2.36987	24	24
1	133	18.3996	-26.2884	71.2754	-55.0114	0.785398	2.18988	25	25
1	134	13.9029	-28.9737	74.4904	-64.3662	0.785398	2.00987	28	28
1	135	8.59203	-31.3908	71.5946	-74.6924	0.785398	1.82987	29	29
1	136	2.62018	-31.603	73.7203	-85.2605	0.785398	1.64987	32	32
1	137	-3.35201	-31.9585	71.2004	-95.9876	0.785398	1.46987	33	33
1	138	-9.02488	-30.4242	73.5765	-106.522	0.785398	1.28987	36	36
1	139	-14.5456	-28.3977	71.0022	-117.122	0.785398	1.10987	37	37
1	140	-18.6688	-25.4091	73.8891	-126.306	0.785398	0.929877	40	40
1	141	-23.9122	-21.9381	71.6146	-137.465	0.785398	0.749881	41	41
1	142	-26.3793	-16.7048	73.5923	-147.656	0.785398	0.569867	44	44
1	143	-29.3883	-12.1151	71.1162	-157.596	0.785398	0.389872	45	45
1	144	31.2089	-1.74403	79.6851	-3.1985	0.785398	3.08987	18	18
1	145	30.7689	-6.96377	77.042	-12.7526	0.785398	2.90987	19	19
1	146	29.1446	-12.7775	79.6545	-23.6736	0.785398	2.72987	22	22
1	147	26.6481	-17.4196	76.3027	-33.1722	0.785398	2.54987	23	23
1	148	22.9669	-22.1776	79.976	-43.9983	0.785398	2.36987	26	26
1	149	18.1946	-25.3512	77.1813	-54.3329	0.785398	2.18988	27	27
1	150	13.8282	-28.8289	79.3829	-64.3746	0.785398	2.00987	30	30
1	151	8.23625	-30.8148	76.3467	-75.0357	0.785398	1.82987	31	31
1	152	2.47768	-31.2651	79.0644	-85.4689	0.785398	1.64987	34	34
1	153	-3.50839	-31.5743	76.3136	-96.3404	0.785398	1.46987	35	35
1	154	-8.96322	-30.9723	79.6814	-106.14	0.785398	1.28987	38	38
1	155	-13.7413	-27.9997	76.344	-116.14	0.785398	1.10987	39	39
1	156	-19.3936	-25.263	79.9649	-127.512	0.785398	0.929877	42	42
1	157	-23.2815	-21.695	76.8114	-137.02	0.785398	0.749881	43	43
1	158	-26.348	-17.1114	79.5497	-146.999	0.785398	0.569867	46	46
1	159	-29.1171	-11.7011	76.8952	-158.107	0.785398	0.389872	47	47
1	160	31.9403	-1.68252	85.4754	-3.01539	0.785398	3.08987	20	20
1	161	31.253	-7.15404	82.5262	-12.8933	0.785398	2.90987	21	21
1	162	28.7792	-12.4371	85.33	-23.3718	0.785398	2.72987	24	24
1	163	26.7738	-17.826	82.1349	-33.6557	0.785398	2.54987	25	25
1	164	22.4017	-21.927	85.2008	-44.3864	0.785398	2.36987	28	28
1	165	17.9976	-25.6819	82.3403	-54.9777	0.785398	2.18988	29	29
1	166	13.5498	-28.2396	85.2949	-64.3677	0.785398	2.00987	32	32
1	167	7.86818	-30.8638	82.6248	-75.6981	0.785398	1.82987	33	33
1	168	2.72697	-31.2635	85.1833	-85.015	0.785398	1.64987	36	36
1	169	-2.9189	-31.5271	82.6607	-95.2896	0.785398	1.46987	37	37
1	170	-8.40478	-30.5873	84.9848	-105.365	0.785398	1.28987	40	40
1	171	-14.4274	-28.3555	82.6439	-116.967	0.785398	1.10987	41	41
1	172	-19.2705	-25.7027	85.2964	-126.861	0.785398	0.929877	44	44
1	173	-23.2803	-21.3739	82.138	-137.445	0.785398	0.749881	45	45
1	174	-26.5278	-17.0409	85.1982	-147.284	0.785398	0.569867	48	48
1	175	-29.4858	-12.3573	81.9068	-157.262	0.785398	0.389872	49	49
1	176	32.0838	-1.59181	90.059	-2.84036	0.785398	3.08987	22	22
1	177	31.1367	-7.5451	87.3911	-13.6215	0.785398	2.90987	23	23
1	178	28.987	-12.8781	90.0431	-23.9543	0.785398	2.72987	26	26
1	179	26.0013	-17.2907	88.2401	-33.6236	0.785398	2.54987	27	27
1	180	22.6184	-22.1655	90.026	-44.4205	0.785398	2.36987	30	30
1	181	18.7915	-25.3576	88.0191	-53.4594	0.785398	2.18988	31	31
1	182	13.2399	-28.5065	90.9555	-65.0874	0.785398	2.00987	34	34
1	183	7.63465	-30.2274	88.2497	-75.825	0.785398	1.82987	35	35
1	184	2.09964	-31.3071	90.4105	-86.1631	0.785398	1.64987	38	38
1	185	-2.7702	-31.1712	87.6815	-95.0786	0.785398	1.46987	39	39
1	186	-9.03327	-30.6189	90.0904	-106.437	0.785398	1.28987	42	42
1	187	-14.5347	-28.6163	87.5097	-116.927	0.785398	1.10987	43	43
1	188	-18.5763	-25.092	90.0955	-126.514	0.785398	0.929877	46	46
1	189	-22.7821	-21.502	87.5281	-136.656	0.785398	0.749881	47	47
1	190	-26.5443	-17.2598	90.9923	-146.967	0.785398	0.569867	50	50
1	191	-29.1682	-12.3802	87.3031	-157.002	0.785398	0.389872	51	51
1	192	31.9559	-1.92012	95.6902	-3.43857	0.785398	3.08987	24	24
1	193	31.0609	-6.79453	92.7593	-12.339	0.785398	2.90987	25	25
1	194	28.9895	-12.2757	95.9513	-22.9505	0.785398	2.72987	28	28
1	195	26.0319	-17.7732	93.4476	-34.3232	0.785398	2.54987	29	29
1	196	23.0036	-22.4806	95.7871	-44.3412	0.785398	2.36987	32	32
1	197	18.3554	-25.7239	93.5995	-54.49	0.785398	2.18988	33	33
1	198	13.6315	-28.8304	95.9514	-64.6945	0.785398	2.00987	36	36
1	199	8.26957	-31.0492	93.2361	-75.0862	0.785398	1.82987	37	37
1	200	2.40346	-31.8021	96.0772	-85.6781	0.785398	1.64987	40	40
1	201	-3.51222	-31.5638	93.4626	-96.3494	0.785398	1.46987	41	41
1	202	-9.06556	-30.5361	95.6155	-106.535	0.785398	1.28987	44	44
1	203	-13.7264	-27.9457	93.0236	-116.159	0.785398	1.10987	45	45
1	204	-18.8553	-24.9607	96.4784	-127.067	0.785398	0.929877	48	48
1	205	-23.458	-21.996	93.593	-136.842	0.785398	0.749881	49	49
1	206	-27.1499	-17.3722	96.0567	-147.386	0.785398	0.569867	52	52
1	207	-29.2791	-11.9143	93.492	-157.858	0.785398	0.389872	53	53
1	208	31.762	-1.25041	101.934	-2.25447	0.785398	3.08987	26	26
1	209	30.5163	-6.95246	98.9626	-12.8345	0.785398	2.90987	27	27
1	210	28.7876	-12.8616	101.038	-24.0739	0.785398	2.72987	30	30
1	211	26.6196	-17.4851	99.124	-33.299	0.785398	2.54987	31	31
1	212	22.4884	-22.0631	101.037	-44.4531	0.785398	2.36987	34	34
1	213	18.0994	-25.3625	98.7037	-54.4873	0.785398	2.18988	35	35
1	214	13.6427	-29.1876	101.351	-64.9479	0.785398	2.00987	38	38
1	215	8.09085	-30.8185	98.9167	-75.29	0.785398	1.82987	39	39
1	216	2.14738	-31.7272	101.138	-86.128	0.785398	1.64987	42	42
1	217	-3.68275	-31.3419	98.8618	-96.7017	0.785398	1.46987	43	43
1	218	-8.62674	-30.8021	101.816	-105.646	0.785398	1.28987	46	46
1	219	-14.0503	-28.447	98.8676	-116.285	0.785398	1.10987	47	47
1	220	-19.2944	-25.8794	101.09	-126.706	0.785398	0.929877	50	50
1	221	-23.2859	-21.1967	98.7469	-137.689	0.785398	0.749881	51	51
1	222	-26.5992	-16.6953	101.811	-147.885	0.785398	0.569867	54	54
1	223	-29.7865	-12.1375	98.2626	-157.83	0.785398	0.389872	55	55
1	224	31.2209	-1.17544	107.29	-2.15612	0.785398	3.08987	28	28
1	225	30.9677	-6.83661	104.666	-12.4492	0.785398	2.90987	29	29
1	226	28.7865	-12.799	106.738	-23.9707	0.785398	2.72987	32	32
1	227	26.6959	-17.2649	104.298	-32.8917	0.785398	2.54987	33	33
1	228	23.174	-22.5824	107.17	-44.2593	0.785398	2.36987	36	36
1	229	18.1891	-25.4668	104.319	-54.4645	0.785398	2.18988	37	37
1	230	13.0027	-29.2047	107.332	-66.0002	0.785398	2.00987	40	40
1	231	8.12537	-30.7455	104.068	-75.1964	0.785398	1.82987	41	41
1	232	2.1665	-31.5079	106.796	-86.0665	0.785398	1.64987	44	44
1	233	-2.78251	-31.0976	104.634	-95.113	0.785398	1.46987	45	45
1	234	-9.12512	-30.749	107.212	-106.529	0.785398	1.28987	48	48
1	235	-13.814	-28.5376	104.448	-115.83	0.785398	1.10987	49	49
1	236	-19.0978	-25.3351	106.731	-127.009	0.785398	0.929877	52	52
1	237	-23.4251	-21.2436	104.332	-137.796	0.785398	0.749881	53	53
1	238	-27.0237	-17.134	106.595	-147.624	0.785398	0.569867	56	56
1	239	-29.3874	-11.6358	103.909	-158.399	0.785398	0.389872	57	57
1	240	31.1902	-1.17271	112.821	-2.15323	0.785398	3.08987	30	30
1	241	30.9801	-7.40727	109.995	-13.4468	0.785398	2.90987	31	31
1	242	29.4207	-13.0578	112.563	-23.933	0.785398	2.72987	34	34
1	243	26.4953	-17.9528	109.785	-34.121	0.785398	2.54987	35	35
1	244	22.9567	-22.0615	112.047	-43.8608	0.785398	2.36987	38	38
1	245	18.6713	-26.2163	109.923	-54.5413	0.785398	2.18988	39	39
1	246	13.8757	-29.034	112.802	-64.4562	0.785398	2.00987	42	42
1	247	8.234	-31.1359	110.033	-75.187	0.785398	1.82987	43	43
1	248	2.24712	-31.8923	112.126	-85.9696	0.785398	1.64987	46	46
1	249	-3.15009	-31.7531	109.554	-95.6655	0.785398	1.46987	47	47
1	250	-8.62719	-30.4533	112.212	-105.817	0.785398	1.28987	50	50
1	251	-14.4598	-28.3246	110.022	-117.044	0.785398	1.10987	51	51
1	252	-18.8628	-25.6055	112.98	-126.378	0.785398	0.929877	54	54
1	253	-23.0916	-21.45	109.742	-137.111	0.785398	0.749881	55	55
1	254	-26.8066	-17.0563	112.293	-147.533	0.785398	0.569867	58	58
1	255	-29.3819	-11.7784	109.358	-158.156	0.785398	0.389872	59	59
